Attribute|Class|Title|Formula|Explanation|Reference
PM 2.5|Typ|Postulado 2.5: Los valores de posición y velocidad identifican de forma única una partícula.||Para cualquiera dos $sigma$,$sigma'inSigma$ y cada $kin K$ y cada $t’in T$, si $Xleft(sigma,t,kright)=Xleft(sigma',t,kright)$ y $dot{X}left(sigma,t,kright)=dot{X}left(sigma',t,kright)$, entonces $sigma=sigma’$.<br>En palabras: los valores de la posición y la velocidad identifican de manera única (caracterizan) a las partículas. Las coordenadas por sí solas son insuficientes para esto: por lo tanto, dos partículas diferentes pueden estar en el mismo lugar en el instante de la colisión, pero luego tendrán velocidades (vectoriales) diferentes.|Bunge, 1967, PM 2.5
PM 3.2|Typ|La masa de un sistema de partículas puntuales es igual a la suma de las masas parciales.||Si $sigma_{i}inSigma$ para cada $iin N$ finito, entonces $Mleft(underset{i}{dot{sum}}sigma_{i}right) =underset{i}{sum}M(sigma_{i})$.|Bunge, 1967, PM 3.2
Postulado|Typ|Postulado: Una vez que una partícula siempre una partícula||Para dos $t$ diferentes, $t'in T$, o $sigmainSigma$ en $t$, tenemos $sigmasubsetSigma$ en $t'$.<br>Se necesita este postulado para garantizar las predicciones y retrodicciones calculadas para una $Sigma$ en leyes de movimiento y cualquier condición inicial referirá a $Sigma$.|Bunge, 1967, PM 2.2
Antecedencia|Z|Antecedencia|$B(t)=intop_{-infty}^{t}dt'K(t',t)A(t')$|Si $A$ y $B$ son propiedades dependientes del tiempo y $A$ determina $B$ (ya sea de forma causal o estocástica), entonces $B$ en el momento $t$ es un funcional de $A$ en todo momento$t’$ antes y hasta $t$.|Bunge, 1987, p. 87
Contigüidad|Z|Contigüidad|$B(t)=intop_{-infty}^{infty}dx'K(x',x)A(x')$|Si a y B son propiedades dependientes del lugar y A determina B (ya sea causal o estocásticamente), entonces B en el lugar x es un funcional de a en todos los lugares x’ que rodean a x.apagado|Bunge, 1967, p. 87
Contigüidad del Espacio-Tiempo|Z|Contigüidad del Espacio-Tiempo||Solo las regiones de campo conectables por una perturbación de campo (por lo tanto, separadas por un intervalo de tiempo) pueden interactuar.|
Convergencia Uniforme|Z|Convergencia Uniforme||Todas las series cuyos términos representan objetos físicos serán uniformemente convergentes en el intervalo dado.|
Covarianza General|Z|Covarianza General||Los enunciados de las leyes básicas de la física deben cumplirse en cualquier marco de referencia y en cualquier sistema de coordenadas. Deben conservarse bajo cambios arbitrarios en los sistemas de coordenadas, ya sea que estos últimos reflejen o no diferentes marcos de referencia físicos.|Bunge, 1967, p. 213
Equipresencia|Z|Equipresencia||Un principio heurístico utilizado en teorías de materiales y termodinámica: “Una variable independiente presente en una ecuación constitutiva se encuentra presente en todas nuestras consideraciones”. (Dado que en esta red no se toman estas teorías como objetos, este atributo se encuentra en el nodo ínfimo).|Bunge, 1967, p. 88
Indiferencia Material|Z|Indiferencia Material||O la objetividad. Las ecuaciones constitutivas deben ser invariantes bajo transformaciones de coordenadas.|Bunge, 1967, p. 88
Invariancia Galileana|Z|Invariancia Galileana||Las leyes básicas de la física serán invariantes bajo transformaciones de coordenadas que representan cambios de marcos inerciales (galileanos).|Bunge, 1967, p. 86
Invarianza de Lorentz|Z|Invarianza de Lorentz||Las leyes básicas de la física serán invariantes bajo las transformaciones de Lorentz de coordenadas que representan cambios de marcos inerciales.|Bunge, 1967, p. 87
